cliente;IDUC;identificacao;classe;competencia;prioridade;score_final;valor_estimado_mes;valor_estimado_ano;energia_nao_faturada_mes;score_regra;score_anomalia;consumo_atual;media_hist;media_12m;queda_ratio;queda_yoy;peer_ratio;n_zeros_janela;baixa_renda;sazonal_prone;micro_geracao;sazonal;baseline_alto;origem;motivos
Alianca;ALI000011;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;82.2;591.1;7093.2;691.0;100.0;49.2;214.0;2180.0;1240.6666666666667;90.0;;17.0;0;0;0;0;0;1;regra;"Queda de consumo de 90% vs média (>=60%); Consumo 17% da média do sistema para a classe"
Alianca;ALI000012;I**** | LINHA TRÊS RIBEIRÕES;RESIDENCIAL;2025-12;ALTA;82.2;23.08;276.96;27.0;100.0;49.3;4.0;31.0;131.0909090909091;87.0;56.0;3.0;2;0;0;0;0;0;regra;"Queda de consumo de 87% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000013;I**** | LINHA TRÊS RIBEIRÕES;RESIDENCIAL;2025-12;ALTA;81.9;43.6;523.2;51.0;100.0;48.4;1.0;52.0;187.75;98.0;100.0;1.0;1;1;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000014;I**** | JARDIM ELIZABETE;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;81.4;58.71;704.52;69.0;100.0;46.9;2.0;70.66666666666667;290.4166666666667;97.0;50.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000015;I**** | CENTRO;RESIDENCIAL;2025-12;ALTA;81.1;229.41;2752.92;268.0;100.0;45.9;0.0;268.3333333333333;311.3333333333333;100.0;100.0;0.0;1;1;0;0;0;0;regra;"Tarifa social com consumo alto (311 kWh/mês méd. 12m); Consumo zerou tendo histórico anterior"
Alianca;ALI000016;J******** | LINHA CARIOCA;RURAL;2025-12;ALTA;81.1;262.46;3149.52;307.0;100.0;46.0;4.0;183.66666666666666;305.3333333333333;98.0;99.0;1.0;1;0;1;0;0;0;regra;"Queda de consumo de 99% vs mesmo mês do ano anterior (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000017;B******** R***** | BALNEÁRIO BARRA VELHA;RESIDENCIAL;2025-12;ALTA;80.8;55.0;660.0;64.0;100.0;45.2;27.0;91.33333333333333;245.66666666666666;70.0;88.0;11.0;1;0;0;0;0;0;regra;"Queda de consumo de 70% vs média (>=60%); Consumo 11% da média do sistema para a classe"
Alianca;ALI000018;J******** | BALNEÁRIO ESPLANADA;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;80.7;591.1;7093.2;691.0;80.0;82.1;0.0;8984.333333333334;8766.583333333334;100.0;100.0;0.0;1;0;0;0;0;1;regra;Consumo zerou tendo histórico anterior
Alianca;ALI000019;B******** R***** | BALNEÁRIO BARRA VELHA;RESIDENCIAL;2025-12;ALTA;80.6;40.75;489.0;48.0;100.0;44.5;2.0;49.666666666666664;129.25;96.0;98.0;2.0;1;0;0;0;0;0;regra;"Queda de consumo de 96% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000020;I**** | JUSSARA;RESIDENCIAL;2025-12;ALTA;80.0;98.6;1183.2;115.0;100.0;43.0;1.0;116.33333333333333;157.25;99.0;98.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000021;I**** | VILA NOVA;RESIDENCIAL;2025-12;ALTA;79.6;69.25;831.0;81.0;100.0;41.7;4.0;85.0;144.33333333333334;95.0;97.0;3.0;1;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000022;I**** | VILA NOVA;RESIDENCIAL;2025-12;ALTA;79.6;79.79;957.48;93.0;100.0;41.8;28.0;121.33333333333333;307.0833333333333;77.0;92.0;9.0;1;0;0;0;0;0;regra;"Queda de consumo de 77% vs média (>=60%); Consumo 9% da média do sistema para a classe"
Alianca;ALI000023;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;79.5;61.55;738.6;72.0;100.0;41.5;5.0;77.0;198.41666666666666;94.0;98.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 94% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000024;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;79.4;105.16;1261.92;123.0;100.0;41.3;3.0;126.0;270.9166666666667;98.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000025;I**** | ESPLANADA;RESIDENCIAL;2025-12;ALTA;79.2;119.69;1436.28;140.0;100.0;40.5;2.0;142.0;321.5833333333333;99.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000026;I**** | VILA NOVA;RESIDENCIAL;2025-12;ALTA;78.8;47.88;574.56;56.0;100.0;39.5;4.0;60.0;160.41666666666666;93.0;99.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 93% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000027;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;78.8;370.47;4445.64;433.0;100.0;39.5;151.0;584.3333333333334;1040.3333333333333;74.0;86.0;15.0;0;0;0;0;0;0;regra;"Queda de consumo de 74% vs média (>=60%); Consumo 15% da média do sistema para a classe"
Alianca;ALI000028;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;78.7;42.75;513.0;50.0;100.0;39.0;19.0;69.0;80.5;72.0;-533.0;23.0;1;0;0;0;0;0;regra;"Queda de consumo de 72% vs média (>=60%); Consumo 23% da média do sistema para a classe"
Alianca;ALI000029;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;78.6;54.43;653.16;64.0;100.0;38.7;9.0;72.66666666666667;167.41666666666666;88.0;88.0;5.0;1;0;0;0;0;0;regra;"Queda de consumo de 88% vs média (>=60%); Consumo 5% da média do sistema para a classe"
Alianca;ALI000030;I**** | CENTRO;RESIDENCIAL;2025-12;ALTA;78.5;86.06;1032.72;101.0;100.0;38.6;2.0;102.66666666666667;186.91666666666666;98.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000031;I**** | SÃO RAFAEL;RURAL;2025-12;ALTA;78.5;591.1;7093.2;691.0;100.0;38.6;146.0;926.3333333333334;672.75;84.0;85.0;22.0;0;0;1;0;0;1;regra;"Queda de consumo de 85% vs mesmo mês do ano anterior (>=60%); Consumo 22% da média do sistema para a classe"
Alianca;ALI000032;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;78.4;28.78;345.36;34.0;100.0;38.3;1.0;34.666666666666664;96.33333333333333;97.0;91.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000033;I**** | RIO DOS ANJOS;RESIDENCIAL;2025-12;ALTA;78.3;591.1;7093.2;691.0;80.0;75.0;0.0;1713.3333333333333;1713.3333333333333;100.0;;0.0;3;0;0;0;0;1;regra;Consumo zerou tendo histórico anterior
Alianca;ALI000034;I**** | LIRI;RESIDENCIAL;2025-12;ALTA;78.1;73.81;885.72;86.0;100.0;37.3;6.0;92.33333333333333;211.75;94.0;97.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 94% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000035;I**** | CENTRO;RESIDENCIAL;2025-12;ALTA;78.1;199.48;2393.76;233.0;100.0;37.3;1.0;234.33333333333334;448.25;100.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 100% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Alianca;ALI000036;B******** R***** | RINCÃO ZONA SUL;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;78.0;402.67;4832.04;471.0;100.0;37.2;215.0;686.0;901.8888888888889;69.0;;24.0;0;0;0;0;0;0;regra;"Queda de consumo de 69% vs média (>=60%); Consumo 24% da média do sistema para a classe"
Alianca;ALI000037;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;78.0;69.25;831.0;81.0;100.0;37.3;37.0;118.0;163.0;69.0;-3600.0;23.0;0;0;0;0;0;0;regra;"Queda de consumo de 69% vs média (>=60%); Consumo 23% da média do sistema para a classe"
Alianca;ALI000038;J******** | BALNEÁRIO ESPLANADA;RESIDENCIAL;2025-12;ALTA;78.0;105.44;1265.28;123.0;100.0;37.0;7.0;130.33333333333334;92.91666666666667;95.0;93.0;8.0;1;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Alianca;ALI000039;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;77.9;189.79;2277.48;222.0;100.0;36.8;9.0;231.0;326.25;96.0;97.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 96% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000040;B******** R***** | RINCÃO CENTRO;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;77.8;183.81;2205.72;215.0;100.0;36.5;6.0;221.0;539.5;97.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000041;I**** | CENTRO;RESIDENCIAL;2025-12;ALTA;77.8;52.72;632.64;62.0;100.0;36.5;5.0;66.66666666666667;115.54545454545455;92.0;97.0;4.0;0;0;0;0;0;0;regra;"Queda de consumo de 92% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Alianca;ALI000042;I**** | NOSSA SENHORA DE FÁTIMA;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;77.8;20.23;242.76;24.0;100.0;36.7;13.0;36.666666666666664;67.25;65.0;80.0;19.0;1;0;0;0;0;0;regra;"Queda de consumo de 65% vs média (>=60%); Consumo 19% da média do sistema para a classe"
Alianca;ALI000043;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;77.8;31.06;372.72;36.0;100.0;36.6;11.0;47.333333333333336;165.33333333333334;77.0;87.0;7.0;0;0;0;0;0;0;regra;"Queda de consumo de 77% vs média (>=60%); Consumo 7% da média do sistema para a classe"
Alianca;ALI000044;I**** | JARDIM PINHEIRO;RESIDENCIAL;2025-12;ALTA;77.6;41.89;502.68;49.0;100.0;36.1;13.0;62.0;261.8333333333333;79.0;96.0;5.0;0;0;0;0;0;0;regra;"Queda de consumo de 79% vs média (>=60%); Consumo 5% da média do sistema para a classe"
Alianca;ALI000045;I**** | RIO DOS PORCOS/SUL;RURAL;2025-12;ALTA;77.5;270.16;3241.92;316.0;100.0;35.8;2.0;121.33333333333333;277.6666666666667;98.0;99.0;1.0;0;0;1;0;0;0;regra;"Queda de consumo de 99% vs mesmo mês do ano anterior (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000046;I**** | LOMBAS PEDREIRAS;RESIDENCIAL;2025-12;ALTA;77.4;515.52;6186.24;603.0;100.0;35.4;3.0;606.0;494.5833333333333;100.0;98.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 100% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000047;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;77.4;93.19;1118.28;109.0;100.0;35.4;23.0;132.0;304.9166666666667;83.0;93.0;8.0;0;0;0;0;0;0;regra;"Queda de consumo de 83% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Alianca;ALI000048;B******** R***** | LAGOA DOS FREITAS;RESIDENCIAL;2025-12;ALTA;77.2;34.77;417.24;41.0;100.0;34.9;9.0;49.666666666666664;117.83333333333333;82.0;94.0;8.0;0;0;0;0;0;0;regra;"Queda de consumo de 82% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Alianca;ALI000049;I**** | LINHA SANTA CRUZ;RURAL;2025-12;ALTA;77.2;380.44;4565.28;445.0;100.0;34.9;12.0;473.6666666666667;477.4166666666667;97.0;97.0;3.0;0;0;1;0;0;0;regra;"Queda de consumo de 97% vs mesmo mês do ano anterior (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000050;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;77.1;162.44;1949.28;190.0;100.0;34.5;24.0;214.0;196.9090909090909;89.0;92.0;12.0;0;0;0;0;0;0;regra;"Queda de consumo de 89% vs média (>=60%); Consumo 12% da média do sistema para a classe"
Alianca;ALI000051;B******** R***** | RINCÃO ZONA NORTE;RESIDENCIAL;2025-12;ALTA;77.0;90.91;1090.92;106.0;100.0;34.2;3.0;109.33333333333333;188.25;97.0;97.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000052;I**** | VILA SÃO PEDRO;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;77.0;68.39;820.68;80.0;100.0;34.2;1.0;81.0;54.25;99.0;83.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000053;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;77.0;87.49;1049.88;102.0;100.0;34.2;1.0;103.33333333333333;152.91666666666666;99.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000054;B******** R***** | PEDREIRAS;RESIDENCIAL;2025-12;ALTA;77.0;122.54;1470.48;143.0;100.0;34.2;2.0;145.33333333333334;180.91666666666666;99.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000055;I**** | LOMBAS PEDREIRAS;RESIDENCIAL;2025-12;ALTA;76.9;115.42;1385.04;135.0;100.0;33.9;22.0;157.0;353.0;86.0;89.0;6.0;0;0;0;0;0;0;regra;"Queda de consumo de 86% vs média (>=60%); Consumo 6% da média do sistema para a classe"
Alianca;ALI000056;J******** | BALNEÁRIO ESPLANADA;RESIDENCIAL;2025-12;ALTA;76.9;70.96;851.52;83.0;100.0;33.9;36.0;119.0;155.83333333333334;70.0;37.0;23.0;1;0;0;0;0;0;regra;"Queda de consumo de 70% vs média (>=60%); Consumo 23% da média do sistema para a classe"
Alianca;ALI000057;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;76.9;169.85;2038.2;199.0;100.0;34.0;18.0;216.66666666666666;357.1666666666667;92.0;95.0;5.0;0;0;0;0;0;0;regra;"Queda de consumo de 92% vs média (>=60%); Consumo 5% da média do sistema para a classe"
Alianca;ALI000058;I**** | RIO DOS ANJOS;RESIDENCIAL;2025-12;ALTA;76.9;129.38;1552.56;151.0;100.0;34.1;38.0;189.33333333333334;380.3333333333333;80.0;90.0;10.0;0;0;0;0;0;0;regra;"Queda de consumo de 80% vs média (>=60%); Consumo 10% da média do sistema para a classe"
Alianca;ALI000059;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;76.9;47.88;574.56;56.0;100.0;34.0;5.0;61.0;111.0;92.0;96.0;5.0;0;0;0;0;0;0;regra;"Queda de consumo de 92% vs média (>=60%); Consumo 5% da média do sistema para a classe"
Alianca;ALI000060;B******** R***** | PEDREIRAS;RESIDENCIAL;2025-12;ALTA;76.9;68.68;824.16;80.0;100.0;34.1;1.0;81.33333333333333;170.41666666666666;99.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000061;I**** | JARDIM ELIZABETE;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;76.8;150.47;1805.64;176.0;100.0;33.8;2.0;178.0;331.75;99.0;100.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000062;I**** | RAICHASKI;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;76.8;163.58;1962.96;191.0;100.0;33.8;2.0;193.33333333333334;320.0;99.0;100.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000063;I**** | CENTRO;RESIDENCIAL;2025-12;ALTA;76.7;208.6;2503.2;244.0;100.0;33.4;6.0;250.0;306.0;98.0;97.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000064;I**** | PONTA DO MATO;RESIDENCIAL;2025-12;ALTA;76.7;125.1;1501.2;146.0;100.0;33.6;1.0;147.33333333333334;236.83333333333334;99.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Alianca;ALI000065;B******** R***** | LAGOA DO FAXINAL;RESIDENCIAL;2025-12;ALTA;76.7;126.24;1514.88;148.0;100.0;33.3;5.0;152.66666666666666;221.66666666666666;97.0;98.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000066;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;76.7;45.03;540.36;53.0;100.0;33.3;1.0;53.666666666666664;96.25;98.0;98.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000067;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;76.7;339.98;4079.76;398.0;100.0;33.4;7.0;404.6666666666667;505.0;98.0;98.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000068;I**** | CRISTO REI;RESIDENCIAL;2025-12;ALTA;76.7;442.0;5304.0;517.0;100.0;33.5;27.0;544.0;380.8333333333333;95.0;92.0;7.0;0;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 7% da média do sistema para a classe"
Alianca;ALI000069;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;76.6;54.72;656.64;64.0;100.0;33.1;4.0;68.0;124.0;94.0;96.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 94% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000070;I**** | CRISTO REI;RESIDENCIAL;2025-12;ALTA;76.5;251.63;3019.56;294.0;100.0;32.9;4.0;298.3333333333333;400.4166666666667;99.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000071;I**** | LINHA PASQUALINI;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;76.5;176.4;2116.8;206.0;100.0;33.0;84.0;290.3333333333333;343.3333333333333;71.0;92.0;24.0;0;0;0;0;0;0;regra;"Queda de consumo de 71% vs média (>=60%); Consumo 24% da média do sistema para a classe"
Alianca;ALI000072;I**** | JARDIM ELIZABETE;RESIDENCIAL;2025-12;ALTA;76.4;167.57;2010.84;196.0;100.0;32.7;4.0;200.0;224.08333333333334;98.0;98.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Alianca;ALI000073;I**** | LIRI;RESIDENCIAL;2025-12;ALTA;76.4;66.68;800.16;78.0;100.0;32.5;2.0;80.0;156.66666666666666;98.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Alianca;ALI000074;J******** | BALNEÁRIO ESPLANADA;RESIDENCIAL;2025-12;ALTA;76.3;76.94;923.28;90.0;100.0;32.2;5.0;95.0;54.083333333333336;95.0;95.0;9.0;1;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 9% da média do sistema para a classe"
Alianca;ALI000075;I**** | CRISTO REI;RESIDENCIAL;2025-12;ALTA;76.3;181.25;2175.0;212.0;100.0;32.4;27.0;239.0;334.0;89.0;91.0;8.0;0;0;0;0;0;0;regra;"Queda de consumo de 89% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Alianca;ALI000076;B******** R***** | LAGOA DOS FREITAS;RESIDENCIAL;2025-12;ALTA;76.3;275.57;3306.84;322.0;100.0;32.3;9.0;331.3333333333333;381.0;97.0;97.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000077;I**** | CENTRO;COMERCIAL, SERVIÇOS E OUTRAS ;2025-12;ALTA;76.3;324.3;3891.6;379.0;100.0;32.3;40.0;419.3333333333333;464.5833333333333;90.0;92.0;9.0;0;0;0;0;0;0;regra;"Queda de consumo de 90% vs média (>=60%); Consumo 9% da média do sistema para a classe"
Alianca;ALI000078;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;76.2;24.51;294.12;29.0;100.0;31.9;6.0;34.666666666666664;58.583333333333336;83.0;82.0;10.0;1;0;0;0;0;0;regra;"Queda de consumo de 83% vs média (>=60%); Consumo 10% da média do sistema para a classe"
Alianca;ALI000079;B******** R***** | RINCÃO ZONA SUL;RESIDENCIAL;2025-12;ALTA;76.1;186.09;2233.08;218.0;100.0;31.8;23.0;240.66666666666666;208.0;90.0;91.0;11.0;0;0;0;0;0;0;regra;"Queda de consumo de 90% vs média (>=60%); Consumo 11% da média do sistema para a classe"
Alianca;ALI000080;I**** | BARRACÃO;RESIDENCIAL;2025-12;ALTA;76.1;40.47;485.64;47.0;100.0;31.6;1.0;48.333333333333336;28.25;98.0;92.0;4.0;1;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Alianca;ALI000081;I**** | TEREZA CRISTINA;RESIDENCIAL;2025-12;ALTA;76.1;84.35;1012.2;99.0;100.0;31.6;28.0;126.66666666666667;372.5;78.0;91.0;8.0;0;0;0;0;0;0;regra;"Queda de consumo de 78% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Alianca;ALI000082;B******** R***** | RINCÃO CENTRO;RESIDENCIAL;2025-12;ALTA;76.1;500.13;6001.56;585.0;100.0;31.7;92.0;677.0;486.5;86.0;;19.0;0;1;0;0;0;0;regra;"Tarifa social com consumo alto (486 kWh/mês méd. 12m); Queda de consumo de 86% vs média (>=60%); Consumo 19% da média do sistema para a classe"
Alianca;ALI000083;I**** | JARDIM SILVANA;RESIDENCIAL;2025-12;ALTA;76.1;109.15;1309.8;128.0;100.0;31.8;55.0;182.66666666666666;342.3333333333333;70.0;89.0;16.0;0;0;0;0;0;0;regra;"Queda de consumo de 70% vs média (>=60%); Consumo 16% da média do sistema para a classe"
Alianca;ALI000084;B******** R***** | LOT. LAGOA DOS ESTEVES;RESIDENCIAL;2025-12;ALTA;76.1;97.75;1173.0;114.0;100.0;31.7;4.0;118.33333333333333;141.5;97.0;93.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Alianca;ALI000085;I**** | POÇO TRÊS;RESIDENCIAL;2025-12;ALTA;76.0;237.96;2855.52;278.0;100.0;31.4;34.0;312.3333333333333;272.3333333333333;89.0;-386.0;12.0;0;0;0;0;0;0;regra;"Queda de consumo de 89% vs média (>=60%); Consumo 12% da média do sistema para a classe"
Alianca;ALI000086;I**** | CENTRO;RESIDENCIAL;2025-12;ALTA;76.0;246.22;2954.64;288.0;100.0;31.5;2.0;290.0;410.5833333333333;99.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 0% da média do sistema para a classe"
