cliente;IDUC;identificacao;classe;competencia;prioridade;score_final;valor_estimado_mes;valor_estimado_ano;energia_nao_faturada_mes;score_regra;score_anomalia;consumo_atual;media_hist;media_12m;queda_ratio;queda_yoy;peer_ratio;n_zeros_janela;baixa_renda;sazonal_prone;micro_geracao;sazonal;baseline_alto;origem;motivos
Chesp;CHE000011;I******* d* G**** | JARDIM SORRISO III;Comercial;2025-12;ALTA;84.7;259.34;3112.08;270.0;100.0;56.2;4.0;273.6666666666667;1229.5;99.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Chesp;CHE000012;C**** | CENTRO;Residencial;2025-12;ALTA;84.4;110.28;1323.36;115.0;100.0;55.4;3.0;117.66666666666667;335.3333333333333;97.0;99.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000013;R***** | RURAL;Residencial;2025-12;ALTA;83.7;574.15;6889.8;597.0;100.0;53.4;128.0;2680.0;1439.4166666666667;95.0;75.0;6.0;0;0;0;0;0;1;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 6% da média do sistema para a classe"
Chesp;CHE000014;U***** | BANDEIRANTES;Poderes Públicos;2025-12;ALTA;83.3;574.15;6889.8;597.0;100.0;52.3;498.0;2029.3333333333333;2083.1666666666665;75.0;78.0;24.0;0;0;0;0;0;1;regra;"Queda de consumo de 75% vs média (>=60%); Consumo 24% da média do sistema para a classe"
Chesp;CHE000015;U***** | RURAL;Residencial;2025-12;ALTA;82.7;574.15;6889.8;597.0;100.0;50.5;1.0;1341.3333333333333;1742.0;100.0;0.0;0.0;0;0;0;0;0;1;regra;"Queda de consumo de 100% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Chesp;CHE000016;U***** | RURAL;Residencial;2025-12;ALTA;82.7;574.15;6889.8;597.0;100.0;50.7;43.0;1276.6666666666667;432.5833333333333;97.0;59.0;10.0;0;0;0;0;0;1;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 10% da média do sistema para a classe"
Chesp;CHE000017;R********* | CIDADE REDENCAO;Residencial;2025-12;ALTA;82.6;29.17;350.04;30.0;100.0;50.2;3.0;33.333333333333336;107.08333333333333;91.0;98.0;3.0;1;0;0;0;0;0;regra;"Queda de consumo de 91% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Chesp;CHE000018;C**** | MORADA VERDE;Residencial;2025-12;ALTA;82.5;36.22;434.64;38.0;100.0;50.1;1.0;38.666666666666664;174.33333333333334;97.0;99.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000019;S**** I***** | RURAL;Rural;2025-12;ALTA;82.5;308.71;3704.52;321.0;100.0;49.9;69.0;1270.0;559.5;95.0;82.0;12.0;0;0;1;0;0;0;regra;"Queda de consumo de 82% vs mesmo mês do ano anterior (>=60%); Consumo 12% da média do sistema para a classe"
Chesp;CHE000020;U***** | RURAL;Rural;2025-12;ALTA;82.3;82.71;992.52;86.0;100.0;49.5;2.0;757.0;243.25;100.0;98.0;1.0;0;0;1;0;0;0;regra;"Queda de consumo de 98% vs mesmo mês do ano anterior (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000021;C**** | CENTRO;Comercial;2025-12;ALTA;82.2;140.09;1681.08;146.0;100.0;49.1;2.0;147.66666666666666;57.0;99.0;96.0;4.0;1;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000022;C**** | MORADA VERDE;Residencial;2025-12;ALTA;82.1;90.4;1084.8;94.0;100.0;48.7;3.0;97.0;167.8181818181818;97.0;98.0;2.0;1;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000023;C**** d* R** V**** | RURAL;Residencial;2025-12;ALTA;81.7;293.65;3523.8;305.0;100.0;47.7;5.0;310.3333333333333;524.1666666666666;98.0;;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000024;R***** | CENTRO;Comercial;2025-12;ALTA;81.7;122.46;1469.52;127.0;100.0;47.8;20.0;147.33333333333334;311.0833333333333;86.0;95.0;6.0;1;0;0;0;0;0;regra;"Queda de consumo de 86% vs média (>=60%); Consumo 6% da média do sistema para a classe"
Chesp;CHE000025;R***** | PLANALTO;Comercial;2025-12;ALTA;81.4;574.15;6889.8;597.0;100.0;46.8;123.0;1377.6666666666667;1577.4166666666667;91.0;93.0;8.0;0;0;0;0;0;1;regra;"Queda de consumo de 91% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Chesp;CHE000026;R********* | CIDADE REDENCAO;Residencial;2025-12;ALTA;81.3;27.57;330.84;29.0;100.0;46.6;2.0;30.666666666666668;91.08333333333333;93.0;99.0;2.0;1;0;0;0;0;0;regra;"Queda de consumo de 93% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000027;S**** I***** | CENTRO;Residencial;2025-12;ALTA;81.3;26.29;315.48;27.0;100.0;46.6;4.0;31.333333333333332;95.08333333333333;87.0;97.0;4.0;1;0;0;0;0;0;regra;"Queda de consumo de 87% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000028;U***** | CENTRO;Residencial;2025-12;ALTA;80.7;131.44;1577.28;137.0;100.0;44.8;1.0;137.66666666666666;333.75;99.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Chesp;CHE000029;C**** | RURAL;Rural;2025-12;ALTA;80.7;384.69;4616.28;400.0;100.0;45.0;51.0;802.0;715.75;94.0;89.0;7.0;0;0;1;0;0;0;regra;"Queda de consumo de 89% vs mesmo mês do ano anterior (>=60%); Consumo 7% da média do sistema para a classe"
Chesp;CHE000030;C**** | CRUZEIRO;Residencial;2025-12;ALTA;80.5;407.13;4885.56;423.0;100.0;44.3;0.0;423.3333333333333;374.0833333333333;100.0;100.0;0.0;1;1;0;0;0;0;regra;"Tarifa social com consumo alto (374 kWh/mês méd. 12m); Consumo zerou tendo histórico anterior"
Chesp;CHE000031;R***** | RURAL;Rural;2025-12;ALTA;80.4;541.45;6497.4;563.0;100.0;44.0;82.0;296.0;432.4166666666667;72.0;87.0;19.0;1;0;1;0;0;0;regra;"Queda de consumo de 87% vs mesmo mês do ano anterior (>=60%); Consumo 19% da média do sistema para a classe"
Chesp;CHE000032;S**** I***** | RURAL;Rural;2025-12;ALTA;80.4;574.15;6889.8;597.0;100.0;44.0;200.0;1174.3333333333333;1264.1666666666667;83.0;89.0;16.0;0;0;1;0;0;1;regra;"Queda de consumo de 89% vs mesmo mês do ano anterior (>=60%); Consumo 16% da média do sistema para a classe"
Chesp;CHE000033;C**** | VILA SAO PATRICIO;Residencial;2025-12;ALTA;80.3;119.89;1438.68;125.0;100.0;43.7;13.0;137.66666666666666;321.9166666666667;91.0;97.0;4.0;0;0;0;0;0;0;regra;"Queda de consumo de 91% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000034;R***** | RIALMA II;Residencial;2025-12;ALTA;80.3;100.34;1204.08;104.0;100.0;43.7;6.0;110.33333333333333;186.91666666666666;95.0;98.0;3.0;1;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Chesp;CHE000035;I******* d* G**** | RURAL;Poderes Públicos;2025-12;ALTA;80.2;574.15;6889.8;597.0;100.0;43.5;15.0;1053.6666666666667;664.8333333333334;99.0;-275.0;2.0;0;0;0;0;0;1;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000036;U***** | RURAL;Residencial;2025-12;ALTA;80.1;96.17;1154.04;100.0;100.0;43.0;3.0;103.0;39.166666666666664;97.0;;8.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Chesp;CHE000037;S**** I***** | RURAL;Residencial;2025-12;ALTA;79.9;557.48;6689.76;580.0;100.0;42.5;131.0;710.6666666666666;616.75;82.0;12.0;21.0;0;0;0;0;0;0;regra;"Queda de consumo de 82% vs média (>=60%); Consumo 21% da média do sistema para a classe"
Chesp;CHE000038;R***** | RIALMA II;Residencial;2025-12;ALTA;79.8;341.41;4096.92;355.0;100.0;42.4;40.0;395.0;672.5833333333334;90.0;95.0;6.0;0;0;0;0;0;0;regra;"Queda de consumo de 90% vs média (>=60%); Consumo 6% da média do sistema para a classe"
Chesp;CHE000039;R********* | CENTRO;Residencial;2025-12;ALTA;79.7;33.34;400.08;35.0;100.0;42.1;3.0;37.666666666666664;179.83333333333334;92.0;99.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 92% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000040;N*** G***** | RURAL;Rural;2025-12;ALTA;79.3;429.89;5158.68;447.0;100.0;40.8;23.0;215.33333333333334;274.5;89.0;95.0;8.0;1;0;1;0;0;0;regra;"Queda de consumo de 95% vs mesmo mês do ano anterior (>=60%); Consumo 8% da média do sistema para a classe"
Chesp;CHE000041;N*** G***** | RURAL;Rural;2025-12;ALTA;79.1;574.15;6889.8;597.0;80.0;77.5;0.0;8977.666666666666;5803.916666666667;100.0;100.0;0.0;1;0;1;0;0;1;regra;Consumo zerou tendo histórico anterior
Chesp;CHE000042;U***** | AEROPORTO;Residencial;2025-12;ALTA;79.0;30.13;361.56;31.0;100.0;40.1;1.0;32.333333333333336;71.41666666666667;97.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000043;S**** I***** | CIRILANDIA;Serviço Público;2025-12;ALTA;78.9;359.36;4312.32;374.0;100.0;39.6;12.0;385.6666666666667;655.6666666666666;97.0;99.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000044;I******* d* G**** | INDUSTRIAL;Comercial;2025-12;ALTA;78.9;155.16;1861.92;161.0;100.0;39.8;18.0;179.33333333333334;296.25;90.0;94.0;6.0;0;0;0;0;0;0;regra;"Queda de consumo de 90% vs média (>=60%); Consumo 6% da média do sistema para a classe"
Chesp;CHE000045;C**** d* R** V**** | ALEXANDRE PINTO;Residencial;2025-12;ALTA;78.7;32.06;384.72;33.0;100.0;39.0;1.0;34.333333333333336;64.75;97.0;99.0;2.0;0;0;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000046;C**** | JARDIM SORRISO II;Residencial;2025-12;ALTA;78.5;62.51;750.12;65.0;100.0;38.5;3.0;68.0;84.41666666666667;96.0;;3.0;1;0;0;0;0;0;regra;"Queda de consumo de 96% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Chesp;CHE000047;U***** | JK;Residencial;2025-12;ALTA;78.5;574.15;6889.8;597.0;100.0;38.7;34.0;746.6666666666666;696.75;95.0;96.0;6.0;0;1;0;0;0;1;regra;"Tarifa social com consumo muito alto (697 kWh/mês méd. 12m); Queda de consumo de 95% vs média (>=60%); Consumo 6% da média do sistema para a classe"
Chesp;CHE000048;N*** G***** | RURAL;Residencial;2025-12;ALTA;78.5;73.41;880.92;76.0;100.0;38.5;33.0;109.33333333333333;146.33333333333334;70.0;80.0;23.0;1;0;0;0;0;0;regra;"Queda de consumo de 70% vs média (>=60%); Consumo 23% da média do sistema para a classe"
Chesp;CHE000049;S**** I***** | RURAL;Rural;2025-12;ALTA;78.3;329.87;3958.44;343.0;100.0;37.9;30.0;149.0;203.66666666666666;80.0;92.0;15.0;1;0;1;0;0;0;regra;"Queda de consumo de 92% vs mesmo mês do ano anterior (>=60%); Consumo 15% da média do sistema para a classe"
Chesp;CHE000050;U***** | BANDEIRANTES;Residencial;2025-12;ALTA;78.2;116.37;1396.44;121.0;100.0;37.8;21.0;142.0;112.08333333333333;85.0;81.0;19.0;1;0;0;0;0;0;regra;"Queda de consumo de 85% vs média (>=60%); Consumo 19% da média do sistema para a classe"
Chesp;CHE000051;R********* | PEDRO DE CASTRO E SILVA;Residencial;2025-12;ALTA;78.2;48.41;580.92;50.0;100.0;37.7;1.0;51.333333333333336;109.83333333333333;98.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000052;C**** | CENTRO;Residencial;2025-12;ALTA;78.2;40.39;484.68;42.0;100.0;37.7;14.0;56.0;129.08333333333334;75.0;90.0;11.0;0;0;0;0;0;0;regra;"Queda de consumo de 75% vs média (>=60%); Consumo 11% da média do sistema para a classe"
Chesp;CHE000053;N*** G***** | CENTRO;Residencial;2025-12;ALTA;78.1;29.49;353.88;31.0;100.0;37.5;1.0;31.666666666666668;65.91666666666667;97.0;99.0;2.0;0;1;0;0;0;0;regra;"Queda de consumo de 97% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000054;C**** | CENTRO;Comercial;2025-12;ALTA;78.1;574.15;6889.8;597.0;100.0;37.3;88.0;804.6666666666666;702.25;89.0;81.0;13.0;0;0;0;0;0;1;regra;"Queda de consumo de 89% vs média (>=60%); Consumo 13% da média do sistema para a classe"
Chesp;CHE000055;I******* d* G**** | INDEPENDENCIA;Residencial;2025-12;ALTA;78.1;192.02;2304.24;200.0;100.0;37.4;4.0;203.66666666666666;495.0;98.0;;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000056;S**** I***** | CIRILANDIA;Residencial;2025-12;ALTA;78.0;242.35;2908.2;252.0;100.0;37.2;11.0;263.0;362.75;96.0;97.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 96% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Chesp;CHE000057;N*** G***** | BELA VISTA;Residencial;2025-12;ALTA;77.9;58.34;700.08;61.0;100.0;36.9;1.0;61.666666666666664;94.33333333333333;98.0;99.0;1.0;1;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000058;C**** | RESIDENCIAL TROPICAL;Residencial;2025-12;ALTA;77.9;574.15;6889.8;597.0;100.0;36.9;6.0;905.0;564.0;99.0;99.0;1.0;0;0;0;0;0;1;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000059;S** P******* | RURAL;Residencial;2025-12;ALTA;77.8;293.32;3519.84;305.0;100.0;36.7;29.0;334.0;259.0;91.0;92.0;11.0;0;0;0;0;0;0;regra;"Queda de consumo de 91% vs média (>=60%); Consumo 11% da média do sistema para a classe"
Chesp;CHE000060;S**** I***** | SUL;Residencial;2025-12;ALTA;77.7;59.63;715.56;62.0;100.0;36.2;17.0;79.0;154.66666666666666;78.0;95.0;11.0;0;0;0;0;0;0;regra;"Queda de consumo de 78% vs média (>=60%); Consumo 11% da média do sistema para a classe"
Chesp;CHE000061;N*** G***** | JARDIM PAULISTA;Residencial;2025-12;ALTA;77.6;248.44;2981.28;258.0;100.0;36.0;1.0;259.3333333333333;315.0;100.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 100% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Chesp;CHE000062;C**** d* R** V**** | JARDIM CACHOEIRA;Residencial;2025-12;ALTA;77.5;58.66;703.92;61.0;100.0;35.8;1.0;62.0;116.58333333333333;98.0;98.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000063;N*** G***** | RURAL;Rural;2025-12;ALTA;77.5;135.6;1627.2;141.0;100.0;35.8;10.0;75.33333333333333;116.91666666666667;87.0;93.0;9.0;1;0;1;0;0;0;regra;"Queda de consumo de 93% vs mesmo mês do ano anterior (>=60%); Consumo 9% da média do sistema para a classe"
Chesp;CHE000064;N*** G***** | CEREACU;Residencial;2025-12;ALTA;77.4;29.17;350.04;30.0;100.0;35.5;4.0;34.333333333333336;95.16666666666667;88.0;97.0;4.0;1;0;0;0;0;0;regra;"Queda de consumo de 88% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000065;C**** | CENTRO;Comercial;2025-12;ALTA;77.4;30.45;365.4;32.0;100.0;35.4;4.0;35.666666666666664;74.83333333333333;89.0;97.0;5.0;0;0;0;0;0;0;regra;"Queda de consumo de 89% vs média (>=60%); Consumo 5% da média do sistema para a classe"
Chesp;CHE000066;U***** | CENTRO;Residencial;2025-12;ALTA;77.4;50.33;603.96;52.0;100.0;35.3;4.0;56.333333333333336;28.833333333333332;93.0;89.0;14.0;1;0;0;0;0;0;regra;"Queda de consumo de 93% vs média (>=60%); Consumo 14% da média do sistema para a classe"
Chesp;CHE000067;R***** | RURAL;Rural;2025-12;ALTA;77.3;46.16;553.92;48.0;100.0;35.0;25.0;110.66666666666667;139.5;77.0;66.0;15.0;1;0;1;0;0;0;regra;"Queda de consumo de 66% vs mesmo mês do ano anterior (>=60%); Consumo 15% da média do sistema para a classe"
Chesp;CHE000068;S**** I***** | RURAL;Rural;2025-12;ALTA;77.3;454.89;5458.68;473.0;100.0;35.1;131.0;992.6666666666666;846.5;87.0;78.0;15.0;0;0;1;0;0;0;regra;"Queda de consumo de 78% vs mesmo mês do ano anterior (>=60%); Consumo 15% da média do sistema para a classe"
Chesp;CHE000069;R***** | DESMEMBRAMENTO TM-03;Residencial;2025-12;ALTA;77.2;28.85;346.2;30.0;100.0;34.9;3.0;33.0;71.58333333333333;91.0;97.0;4.0;0;0;0;0;0;0;regra;"Queda de consumo de 91% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000070;S**** I***** | RURAL;Rural;2025-12;ALTA;77.2;523.18;6278.16;544.0;100.0;34.9;153.0;833.3333333333334;642.4166666666666;82.0;78.0;24.0;0;0;1;0;0;0;regra;"Queda de consumo de 78% vs mesmo mês do ano anterior (>=60%); Consumo 24% da média do sistema para a classe"
Chesp;CHE000071;U***** | BANDEIRANTES;Residencial;2025-12;ALTA;77.0;40.71;488.52;42.0;100.0;34.3;6.0;48.333333333333336;80.0;88.0;94.0;8.0;1;0;0;0;0;0;regra;"Queda de consumo de 88% vs média (>=60%); Consumo 8% da média do sistema para a classe"
Chesp;CHE000072;C**** | JARDIM SUICO;Residencial;2025-12;ALTA;76.9;56.42;677.04;59.0;100.0;34.1;21.0;79.66666666666667;105.5;74.0;83.0;20.0;0;0;0;0;0;0;regra;"Queda de consumo de 74% vs média (>=60%); Consumo 20% da média do sistema para a classe"
Chesp;CHE000073;R***** | PARK INDUSTRIAL;Residencial;2025-12;ALTA;76.9;73.73;884.76;77.0;100.0;34.1;28.0;104.66666666666667;112.58333333333333;73.0;80.0;25.0;1;0;0;0;0;0;regra;"Queda de consumo de 73% vs média (>=60%); Consumo 25% da média do sistema para a classe"
Chesp;CHE000074;C**** | VILA NOVA;Residencial;2025-12;ALTA;76.8;132.72;1592.64;138.0;100.0;33.7;1.0;139.0;218.83333333333334;99.0;100.0;0.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 0% da média do sistema para a classe"
Chesp;CHE000075;N*** G***** | GLORIA DOS MARINHOS;Residencial;2025-12;ALTA;76.8;52.25;627.0;54.0;100.0;33.6;1.0;55.333333333333336;64.16666666666667;98.0;50.0;2.0;1;1;0;0;0;0;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 2% da média do sistema para a classe"
Chesp;CHE000076;C**** | RURAL;Poderes Públicos;2025-12;ALTA;76.8;42.32;507.84;44.0;100.0;33.7;8.0;52.0;72.41666666666667;85.0;89.0;11.0;1;0;0;0;0;0;regra;"Queda de consumo de 85% vs média (>=60%); Consumo 11% da média do sistema para a classe"
Chesp;CHE000077;U***** | CENTRO;Comercial;2025-12;ALTA;76.8;279.54;3354.48;291.0;100.0;33.8;40.0;330.6666666666667;545.9166666666666;88.0;94.0;7.0;0;0;0;0;0;0;regra;"Queda de consumo de 88% vs média (>=60%); Consumo 7% da média do sistema para a classe"
Chesp;CHE000078;N*** G***** | BELA VISTA II;Residencial;2025-12;ALTA;76.8;157.08;1884.96;163.0;100.0;33.8;9.0;172.33333333333334;238.16666666666666;95.0;96.0;4.0;0;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000079;U***** | RURAL;Rural;2025-12;ALTA;76.7;0.96;11.52;1.0;80.0;70.4;0.0;6829.333333333333;2124.3333333333335;100.0;100.0;0.0;1;0;1;0;0;0;regra;Consumo zerou tendo histórico anterior
Chesp;CHE000080;C**** d* R** V**** | VILA ROCHA;Comercial;2025-12;ALTA;76.7;286.27;3435.24;298.0;100.0;33.5;16.0;313.6666666666667;89.33333333333333;95.0;-7.0;18.0;0;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 18% da média do sistema para a classe"
Chesp;CHE000081;S** P******* | RURAL;Rural;2025-12;ALTA;76.6;574.15;6889.8;597.0;80.0;70.2;0.0;400.0;999.6666666666666;100.0;100.0;0.0;3;0;1;0;0;1;regra;Consumo zerou tendo histórico anterior
Chesp;CHE000082;U***** | AEROPORTO;Residencial;2025-12;ALTA;76.6;223.12;2677.44;232.0;100.0;33.2;9.0;241.0;242.66666666666666;96.0;95.0;4.0;0;0;0;0;0;0;regra;"Queda de consumo de 96% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000083;U***** | CENTRO;Residencial;2025-12;ALTA;76.6;574.15;6889.8;597.0;100.0;33.3;11.0;618.6666666666666;439.25;98.0;94.0;3.0;0;0;0;0;0;1;regra;"Queda de consumo de 98% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Chesp;CHE000084;N*** G***** | GLORIA DOS MARINHOS III;Residencial;2025-12;ALTA;76.6;101.94;1223.28;106.0;100.0;33.3;5.0;111.0;135.16666666666666;95.0;97.0;4.0;0;0;0;0;0;0;regra;"Queda de consumo de 95% vs média (>=60%); Consumo 4% da média do sistema para a classe"
Chesp;CHE000085;C**** d* R** V**** | RURAL;Rural;2025-12;ALTA;76.5;574.15;6889.8;597.0;100.0;32.9;29.0;558.6666666666666;604.0;95.0;95.0;5.0;0;0;1;0;0;1;regra;"Queda de consumo de 95% vs mesmo mês do ano anterior (>=60%); Consumo 5% da média do sistema para a classe"
Chesp;CHE000086;C**** | CENTRO;Residencial;2025-12;ALTA;76.5;50.65;607.8;53.0;100.0;32.7;17.0;69.66666666666667;120.41666666666667;76.0;90.0;14.0;0;0;0;0;0;0;regra;"Queda de consumo de 76% vs média (>=60%); Consumo 14% da média do sistema para a classe"
Chesp;CHE000087;I******* d* G**** | CENTRO;Residencial;2025-12;ALTA;76.5;190.42;2285.04;198.0;100.0;32.9;117.0;315.0;641.0;63.0;48.0;18.0;0;0;0;0;0;0;regra;"Queda de consumo de 63% vs média (>=60%); Consumo 18% da média do sistema para a classe"
Chesp;CHE000088;R***** | CENTRO;Residencial;2025-12;ALTA;76.5;109.32;1311.84;114.0;100.0;32.8;5.0;118.66666666666667;179.33333333333334;96.0;98.0;3.0;0;0;0;0;0;0;regra;"Queda de consumo de 96% vs média (>=60%); Consumo 3% da média do sistema para a classe"
Chesp;CHE000089;U***** | CENTRO;Residencial;2025-12;ALTA;76.5;243.64;2923.68;253.0;100.0;32.9;2.0;255.33333333333334;263.5;99.0;99.0;1.0;0;0;0;0;0;0;regra;"Queda de consumo de 99% vs média (>=60%); Consumo 1% da média do sistema para a classe"
Chesp;CHE000090;U***** | LOTEAMENTO MORIA ;Comercial;2025-12;ALTA;76.4;318.33;3819.96;331.0;100.0;32.5;108.0;439.0;827.75;75.0;90.0;13.0;0;0;0;0;0;0;regra;"Queda de consumo de 75% vs média (>=60%); Consumo 13% da média do sistema para a classe"
